genres,id,original_title,production_companies,release_date,runtime,title,vote_average,vote_count,MMPA Rating,Platform
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",105864.0,The Good Dinosaur,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]",2015-11-14,93.0,The Good Dinosaur,6.6,1736.0,R,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",62177.0,Brave,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]",2012-06-21,93.0,Brave,6.7,4641.0,PG-13,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",188927.0,Star Trek Beyond,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Bad Robot"", ""id"": 11461}, {""name"": ""Perfect Storm Entertainment"", ""id"": 34530}, {""name"": ""Alibaba Pictures Group"", ""id"": 69484}, {""name"": ""Skydance Media"", ""id"": 82819}, {""name"": ""Sneaky Shark"", ""id"": 83644}, {""name"": ""Huahua Media"", ""id"": 83645}]",2016-07-07,122.0,Star Trek Beyond,6.6,2568.0,PG,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",10681.0,WALL·E,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}, {""name"": ""FortyFour Studios"", ""id"": 93408}]",2008-06-22,98.0,WALL·E,7.8,6296.0,G,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",5174.0,Rush Hour 3,"[{""name"": ""New Line Cinema"", ""id"": 12}]",2007-08-08,91.0,Rush Hour 3,6.1,783.0,PG-13,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",14161.0,2012,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""The Mark Gordon Company"", ""id"": 1557}, {""name"": ""Farewell Productions"", ""id"": 10905}]",2009-10-10,158.0,2012,5.6,4903.0,PG,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]",17979.0,A Christmas Carol,"[{""name"": ""Walt Disney"", ""id"": 5888}, {""name"": ""ImageMovers"", ""id"": 11395}]",2009-11-04,96.0,A Christmas Carol,6.6,1095.0,R,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",76757.0,Jupiter Ascending,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Anarchos Productions"", ""id"": 450}, {""name"": ""Warner Bros."", ""id"": 6194}]",2015-02-04,124.0,Jupiter Ascending,5.2,2768.0,G,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",258489.0,The Legend of Tarzan,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Dark Horse Entertainment"", ""id"": 552}, {""name"": ""Jerry Weintraub Productions"", ""id"": 2596}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}, {""name"": ""Beagle Pug Films"", ""id"": 46339}, {""name"": ""Riche Productions"", ""id"": 86565}, {""name"": ""Village Roadshow Films North America"", ""id"": 86566}]",2016-06-29,109.0,The Legend of Tarzan,5.5,2430.0,R,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",411.0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","[{""name"": ""Walt Disney"", ""id"": 5888}, {""name"": ""Walden Media"", ""id"": 10221}]",2005-12-07,143.0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.7,2629.0,G,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 878, ""name"": ""Science Fiction""}]",246655.0,X-Men: Apocalypse,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Marvel Entertainment"", ""id"": 7505}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Kinberg Genre"", ""id"": 78091}]",2016-05-18,144.0,X-Men: Apocalypse,6.4,4721.0,R,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",155.0,The Dark Knight,"[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""DC Entertainment"", ""id"": 9993}, {""name"": ""Syncopy"", ""id"": 9996}]",2008-07-16,152.0,The Dark Knight,8.2,12002.0,R,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",14160.0,Up,"[{""name"": ""Pixar Animation Studios"", ""id"": 3}]",2009-05-13,96.0,Up,7.7,6870.0,G,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",15512.0,Monsters vs Aliens,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]",2009-03-19,94.0,Monsters vs Aliens,6.0,1423.0,R,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",1726.0,Iron Man,"[{""name"": ""Marvel Studios"", ""id"": 420}]",2008-04-30,126.0,Iron Man,7.4,8776.0,PG,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",44826.0,Hugo,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Infinitum Nihil"", ""id"": 2691}, {""name"": ""GK Films"", ""id"": 3281}]",2011-11-22,126.0,Hugo,7.0,2141.0,R,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 37, ""name"": ""Western""}]",8487.0,Wild Wild West,"[{""name"": ""Todman, Simon, LeMasters Productions"", ""id"": 2507}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Peters Entertainment"", ""id"": 16774}, {""name"": ""Sonnenfeld Josephson Worldwide Entertainment"", ""id"": 57088}]",1999-06-29,106.0,Wild Wild West,5.1,1020.0,PG-13,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",1735.0,The Mummy: Tomb of the Dragon Emperor,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""China Film Co-Production Corporation"", ""id"": 2269}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Alphaville Films"", ""id"": 11462}, {""name"": ""Sommers Company, The"", ""id"": 19643}]",2008-07-01,112.0,The Mummy: Tomb of the Dragon Emperor,5.2,1387.0,G,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",297761.0,Suicide Squad,"[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""DC Entertainment"", ""id"": 9993}]",2016-08-02,123.0,Suicide Squad,5.9,7458.0,R,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2698.0,Evan Almighty,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Shady Acres Entertainment"", ""id"": 159}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Playtone"", ""id"": 4171}, {""name"": ""Relativity Media"", ""id"": 7295}]",2007-06-09,96.0,Evan Almighty,5.3,1151.0,R,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",137113.0,Edge of Tomorrow,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Viz Media"", ""id"": 6687}, {""name"": ""Province of British Columbia Production Services Tax Credit"", ""id"": 12200}, {""name"": ""3 Arts Entertainment"", ""id"": 36390}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}]",2014-05-27,113.0,Edge of Tomorrow,7.6,4858.0,PG-13,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",9804.0,Waterworld,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Gordon Company"", ""id"": 1073}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Licht/Mueller Film Corporation"", ""id"": 6092}]",1995-07-28,135.0,Waterworld,5.9,992.0,G,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",14869.0,G.I. Joe: The Rise of Cobra,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Hasbro"", ""id"": 2598}, {""name"": ""Kontsept Film Company"", ""id"": 76067}]",2009-08-04,118.0,G.I. Joe: The Rise of Cobra,5.6,1962.0,G,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",150540.0,Inside Out,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]",2015-06-09,94.0,Inside Out,8.0,6560.0,PG,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",278927.0,The Jungle Book,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Studios Motion Pictures"", ""id"": 3036}, {""name"": ""Fairview Entertainment"", ""id"": 7297}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}]",2016-04-07,106.0,The Jungle Book,6.7,2892.0,G,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",10138.0,Iron Man 2,"[{""name"": ""Marvel Studios"", ""id"": 420}]",2010-04-28,124.0,Iron Man 2,6.6,6849.0,PG-13,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",58595.0,Snow White and the Huntsman,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Roth Films"", ""id"": 16314}]",2012-05-30,127.0,Snow White and the Huntsman,5.8,3118.0,G,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",102651.0,Maleficent,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Studios Motion Pictures"", ""id"": 3036}, {""name"": ""Roth Films"", ""id"": 16314}]",2014-05-28,97.0,Maleficent,7.0,4496.0,PG-13,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",119450.0,Dawn of the Planet of the Apes,"[{""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Chernin Entertainment"", ""id"": 7076}, {""name"": ""TSG Entertainment"", ""id"": 22213}]",2014-06-26,130.0,Dawn of the Planet of the Apes,7.3,4410.0,PG-13,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10749, ""name"": ""Romance""}]",79698.0,The Lovers,"[{""name"": ""Corsan"", ""id"": 7299}, {""name"": ""Bliss Media"", ""id"": 8186}, {""name"": ""Limelight International Media Entertainment"", ""id"": 8187}, {""name"": ""Neelmudra Entertainment"", ""id"": 8188}, {""name"": ""Aristos Films"", ""id"": 76098}, {""name"": ""Singularity Productions"", ""id"": 76099}, {""name"": ""Wildkite"", ""id"": 76100}]",2015-02-13,109.0,The Lovers,4.8,34.0,PG,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",64686.0,47 Ronin,"[{""name"": ""Mid Atlantic Films"", ""id"": 2735}, {""name"": ""Stuber Productions"", ""id"": 4403}, {""name"": ""Universal"", ""id"": 6292}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}, {""name"": ""H2F Entertainment"", ""id"": 20851}]",2013-12-06,119.0,47 Ronin,5.9,1326.0,PG,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",100402.0,Captain America: The Winter Soldier,"[{""name"": ""Marvel Studios"", ""id"": 420}]",2014-03-20,136.0,Captain America: The Winter Soldier,7.6,5764.0,PG-13,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",10192.0,Shrek Forever After,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]",2010-05-16,93.0,Shrek Forever After,6.0,1959.0,R,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",158852.0,Tomorrowland,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Babieka"", ""id"": 20656}, {""name"": ""A113"", ""id"": 59778}]",2015-05-19,130.0,Tomorrowland,6.2,2846.0,PG,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",177572.0,Big Hero 6,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]",2014-10-24,102.0,Big Hero 6,7.8,6135.0,R,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",82690.0,Wreck-It Ralph,"[{""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]",2012-11-01,108.0,Wreck-It Ralph,7.1,4570.0,PG-13,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",5255.0,The Polar Express,"[{""name"": ""Golden Mean"", ""id"": 1867}, {""name"": ""Playtone"", ""id"": 4171}, {""name"": ""ImageMovers"", ""id"": 11395}]",2004-11-10,100.0,The Polar Express,6.4,1474.0,PG,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",47933.0,Independence Day: Resurgence,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Stereo D"", ""id"": 86561}]",2016-06-22,120.0,Independence Day: Resurgence,4.9,2491.0,PG,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",10191.0,How to Train Your Dragon,"[{""name"": ""DreamWorks Animation"", ""id"": 521}, {""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Mad Hatter Entertainment"", ""id"": 20154}]",2010-03-05,98.0,How to Train Your Dragon,7.5,4227.0,PG-13,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",296.0,Terminator 3: Rise of the Machines,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""C-2 Pictures"", ""id"": 7340}, {""name"": ""IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG"", ""id"": 19116}, {""name"": ""Mostow/Lieberman Productions"", ""id"": 23636}]",2003-07-02,109.0,Terminator 3: Rise of the Machines,5.9,2143.0,G,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",118340.0,Guardians of the Galaxy,"[{""name"": ""Marvel Studios"", ""id"": 420}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}, {""name"": ""Bulletproof Cupid"", ""id"": 54850}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",2014-07-30,121.0,Guardians of the Galaxy,7.9,9742.0,G,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",157336.0,Interstellar,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Syncopy"", ""id"": 9996}, {""name"": ""Lynda Obst Productions"", ""id"": 13769}]",2014-11-05,169.0,Interstellar,8.1,10867.0,G,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}]",27205.0,Inception,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Syncopy"", ""id"": 9996}]",2010-07-14,148.0,Inception,8.1,13752.0,PG-13,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",315011.0,シン・ゴジラ,"[{""name"": ""Cine Bazar"", ""id"": 5896}, {""name"": ""Toho Pictures"", ""id"": 49301}]",2016-07-29,120.0,Shin Godzilla,6.5,143.0,PG-13,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",49051.0,The Hobbit: An Unexpected Journey,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Warner Bros. Pictures"", ""id"": 174}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",2012-11-26,169.0,The Hobbit: An Unexpected Journey,7.0,8297.0,PG-13,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",9799.0,The Fast and the Furious,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Ardustry Entertainment"", ""id"": 26281}, {""name"": ""Mediastream Film GmbH & Co. Productions KG"", ""id"": 26282}]",2001-06-22,106.0,The Fast and the Furious,6.6,3428.0,G,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",4922.0,The Curious Case of Benjamin Button,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}]",2008-11-24,166.0,The Curious Case of Benjamin Button,7.3,3292.0,PG,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",49538.0,X-Men: First Class,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Marvel Entertainment"", ""id"": 7505}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}, {""name"": ""Big Screen Productions"", ""id"": 10893}]",2011-05-24,132.0,X-Men: First Class,7.1,5181.0,PG,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",131634.0,The Hunger Games: Mockingjay - Part 2,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Color Force"", ""id"": 5420}]",2015-11-18,137.0,The Hunger Games: Mockingjay - Part 2,6.6,3984.0,PG-13,"{'name': 'Prime Video', 'id': 6}"
